IGLV1-44 APOL4 8 0.14783552703774167 3 20 12
RFPL1 NCAPH2 8 0.048166683523187634 2 12 4
RIBC2 GSTT2 8 0.069165055972487677 2 34 26
CLTCL1 GSTT2 8 0.069165055972487677 2 34 26
RIBC2 APOL4 7 0.26506803019989217 3 39 32
CLTCL1 APOL4 7 0.26506803019989217 3 39 32
MEI1 GSTT2 7 0.12627675217135001 2 14 7
ZMAT5 GSTT2 7 0.12627675217135001 2 14 7
GAB4 APOL4 7 0.25324014780034476 3 25 18
PRODH GSTT2 7 0.13742955491387177 2 15 8
APOL4 EFCAB6 7 0.21966300864290308 3 20 13
IGLV2-11 GSTT2 7 0.12627675217135001 2 14 7
IGLV3-16 GSTT2 7 0.17925108563181913 2 24 17
CYP2D6 NCAPH2 7 0.099304065699724831 2 12 5
APOL4 IGLV4-69 7 0.24081747915975962 4 20 13
APOL4 MAPK8IP2 7 0.26506803019989217 3 39 32
KB-1269D1.8 GSTT2 7 0.12627675217135001 2 14 7
FAM211B GSTT2 7 0.12627675217135001 2 14 7
THAP7-AS1 APOL4 7 0.21966300864290308 3 20 13
SCARF2 APOL4 7 0.32394085476835277 5 79 72
IGLV3-12 IGLV4-60 6 0.31928191349216589 3 21 15
FAM211B APOL4 6 0.30200182901952954 3 19 13
KB-67B5.12 GSTT2 6 0.24806112140556102 2 18 12
NCAPH2 CLDN5 6 0.25371053103989472 2 19 13
MEI1 APOL4 6 0.30200182901952954 3 19 13
ZMAT5 APOL4 6 0.30200182901952954 3 19 13
RRP7A IGLV3-1 6 0.02835809901881229 4 6 0
PRODH APOL4 6 0.31112805295290114 3 20 14
KB-1269D1.8 APOL4 6 0.30200182901952954 3 19 13
HDAC10 GSTT2 6 0.21012930612435449 2 14 8
IGLV2-11 APOL4 6 0.30200182901952954 3 19 13
IGLV3-16 APOL4 6 0.35707710020289563 3 29 23
KB-67B5.12 APOL4 5 0.44156415376893221 3 23 18
RRP7B IGLV3-1 5 0.16718975582918522 4 7 2
TMPRSS6 IGLV3-1 5 0.30487931987837935 4 11 6
RRP7A ACR 5 0.054742725628799664 2 5 0
HDAC10 APOL4 5 0.41374737095928027 3 19 14
ACR IGLV3-1 5 0.058606737972203872 4 5 0
TMPRSS6 RRP7A 5 0.27417040130339609 2 11 6
IGLV3-1 CTA-299D3.8 5 0.058606737972203872 4 5 0
RRP7A CTA-299D3.8 5 0.054742725628799664 2 5 0
RRP7A RRP7B 5 0.15430427037847289 2 7 2
RFPL1 GSTT2 5 0.32321780800732725 2 14 9
RRP7A UPK3A 5 0.054742725628799664 2 5 0
UPK3A IGLV3-1 5 0.058606737972203872 4 5 0
TUBA8 RRP7A 4 0.45306016202111771 2 13 9
UPK3A CTA-299D3.8 4 0.11556797632746586 2 4 0
RRP7A SEC14L6 4 0.11556797632746586 2 4 0
TUBA8 IGLV3-1 4 0.49175626159174202 4 13 9
NCAPH2 IGLV4-60 4 0.47975197776672518 3 13 9
RRP7B UPK3A 4 0.26332581931680177 2 6 2
IGLV2-8 RRP7A 4 0.11556797632746586 2 4 0
IGLV8-61 RRP7A 4 0.11556797632746586 2 4 0
RRP7A DNAJB7 4 0.11556797632746586 2 4 0
SEC14L6 IGLV3-1 4 0.12029804110083045 4 4 0
IGLV2-8 IGLV3-1 4 0.12029804110083045 4 4 0
IGLV8-61 IGLV3-1 4 0.12029804110083045 4 4 0
IGLV1-44 IGLV3-1 4 0.12029804110083045 4 4 0
TMPRSS6 ACR 4 0.40240571407943182 2 10 6
IGLV3-1 IGLV3-27 4 0.12029804110083045 4 4 0
TMPRSS6 UPK3A 4 0.40240571407943182 2 10 6
CYP2D6 GSTT2 4 0.46467763580130039 2 14 10
RRP7A IGLV3-27 4 0.11556797632746586 2 4 0
ACR CTA-299D3.8 4 0.11556797632746586 2 4 0
DNAJB7 IGLV3-1 4 0.12029804110083045 4 4 0
RFPL1 APOL4 4 0.54373184043395506 3 19 15
IGLV1-44 RRP7A 4 0.11556797632746586 2 4 0
ACR RRP7B 4 0.26332581931680177 2 6 2
RRP7B CTA-299D3.8 4 0.26332581931680177 2 6 2
TMPRSS6 RRP7B 4 0.43914459583222887 2 12 8
ACR UPK3A 4 0.11556797632746586 2 4 0
TMPRSS6 CTA-299D3.8 4 0.40240571407943182 2 10 6
IGLV1-44 RRP7B 3 0.43153049482163131 2 5 2
TUBA8 ACR 3 0.61199057586265404 2 12 9
GSTT2 CLDN5 3 0.65492090960320559 2 21 18
UPK3A IGLV3-27 3 0.24050632911392292 2 3 0
IGLV4-69 IGLV3-1 3 0.36867076499248652 5 4 1
RRP7B DNAJB7 3 0.43153049482163131 2 5 2
MAPK8IP2 IGLV3-1 3 0.72160988340535448 4 23 20
GAB4 IGLV3-1 3 0.58890035005953179 4 9 6
TMPRSS6 DNAJB7 3 0.56787063379042158 2 9 6
RRP7A RIBC2 3 0.65411652943910215 2 23 20
RRP7A CLTCL1 3 0.65411652943910215 2 23 20
SEC14L6 ACR 3 0.24050632911392292 2 3 0
IGLV2-8 CTA-299D3.8 3 0.24050632911392292 2 3 0
IGLV8-61 CTA-299D3.8 3 0.24050632911392292 2 3 0
TUBA8 UPK3A 3 0.61199057586265404 2 12 9
TUBA8 CTA-299D3.8 3 0.61199057586265404 2 12 9
IGLV1-44 CTA-299D3.8 3 0.24050632911392292 2 3 0
IGLV2-8 UPK3A 3 0.24050632911392292 2 3 0
IGLV8-61 UPK3A 3 0.24050632911392292 2 3 0
TMPRSS6 TUBA8 3 0.65000854630297211 2 18 15
IGLV2-8 ACR 3 0.24050632911392292 2 3 0
IGLV8-61 ACR 3 0.24050632911392292 2 3 0
RIBC2 IGLV3-1 3 0.72160988340535448 4 23 20
ACR DNAJB7 3 0.24050632911392292 2 3 0
CLTCL1 IGLV3-1 3 0.72160988340535448 4 23 20
IGLV2-8 RRP7B 3 0.43153049482163131 2 5 2
IGLV8-61 RRP7B 3 0.43153049482163131 2 5 2
GAB4 RRP7A 3 0.56787063379042158 2 9 6
TMPRSS6 SEC14L6 3 0.56787063379042158 2 9 6
CYP2D6 APOL4 3 0.68826399035860386 3 19 16
DNAJB7 CTA-299D3.8 3 0.24050632911392292 2 3 0
IGLV3-1 EFCAB6 3 0.36706325361541742 4 4 1
RRP7A EFCAB6 3 0.3588689791221219 2 4 1
SEC14L6 CTA-299D3.8 3 0.24050632911392292 2 3 0
ACR IGLV3-27 3 0.24050632911392292 2 3 0
TMPRSS6 IGLV2-8 3 0.56787063379042158 2 9 6
TMPRSS6 IGLV8-61 3 0.56787063379042158 2 9 6
TMPRSS6 IGLV1-44 3 0.56787063379042158 2 9 6
IGLV1-44 ACR 3 0.24050632911392292 2 3 0
RRP7A IGLV4-69 3 0.36436112906699086 3 4 1
RRP7A MAPK8IP2 3 0.65411652943910215 2 23 20
SEC14L6 RRP7B 3 0.43153049482163131 2 5 2
IGLV1-44 UPK3A 3 0.24050632911392292 2 3 0
RRP7B IGLV3-27 3 0.43153049482163131 2 5 2
SEC14L6 UPK3A 3 0.24050632911392292 2 3 0
CTA-299D3.8 IGLV3-27 3 0.24050632911392292 2 3 0
THAP7-AS1 RRP7A 3 0.3588689791221219 2 4 1
SCARF2 RRP7A 3 0.7080062652096355 4 63 60
TMPRSS6 IGLV3-27 3 0.56787063379042158 2 9 6
UPK3A DNAJB7 3 0.24050632911392292 2 3 0
THAP7-AS1 IGLV3-1 3 0.36706325361541742 4 4 1
SCARF2 IGLV3-1 3 0.79625801553576059 6 63 60
TUBA8 RRP7B 3 0.63002029166438911 2 14 11
TUBA8 SEC14L6 2 0.79675696830901288 2 11 9
UPK3A EFCAB6 2 0.61532138747329101 2 3 1
PRODH IGLV3-1 2 0.68148989536784521 4 4 2
FAM211B RRP7A 2 0.61532138747329101 2 3 1
RIBC2 ACR 2 0.82303636389903767 2 22 20
ACR CLTCL1 2 0.82303636389903767 2 22 20
TUBA8 DNAJB7 2 0.79675696830901288 2 11 9
IGLV2-8 IGLV3-27 2 0.4936708860759168 2 2 0
IGLV8-61 IGLV3-27 2 0.4936708860759168 2 2 0
TUBA8 IGLV3-27 2 0.79675696830901288 2 11 9
THAP7-AS1 CTA-299D3.8 2 0.61532138747329101 2 3 1
SCARF2 CTA-299D3.8 2 0.8528161662031849 4 62 60
TMPRSS6 THAP7-AS1 2 0.78061124484742772 2 9 7
TMPRSS6 SCARF2 2 0.8307009830913803 4 68 66
IGLV1-44 IGLV3-27 2 0.4936708860759168 2 2 0
IGLV4-69 UPK3A 2 0.6186166774402202 3 3 1
MAPK8IP2 UPK3A 2 0.82303636389903767 2 22 20
MEI1 RRP7A 2 0.61532138747329101 2 3 1
IGLV2-8 SEC14L6 2 0.4936708860759168 2 2 0
ZMAT5 RRP7A 2 0.61532138747329101 2 3 1
IGLV8-61 SEC14L6 2 0.4936708860759168 2 2 0
FAM211B IGLV3-1 2 0.62023795216927158 4 3 1
SEC14L6 DNAJB7 2 0.4936708860759168 2 2 0
IGLV4-69 RRP7B 2 0.71700741148269409 3 5 3
RRP7B MAPK8IP2 2 0.82128095981422478 2 24 22
MEI1 IGLV3-1 2 0.62023795216927158 4 3 1
IGLV2-8 DNAJB7 2 0.4936708860759168 2 2 0
ZMAT5 IGLV3-1 2 0.62023795216927158 4 3 1
IGLV8-61 DNAJB7 2 0.4936708860759168 2 2 0
KB-1269D1.8 IGLV3-1 2 0.62023795216927158 4 3 1
IGLV1-44 DNAJB7 2 0.4936708860759168 2 2 0
GAB4 TMPRSS6 2 0.8116466939382132 2 14 12
PRODH RRP7A 2 0.67516028275516904 2 4 2
GAB4 ACR 2 0.76953100468821578 2 8 6
TMPRSS6 RIBC2 2 0.81164669393821143 2 28 26
TMPRSS6 CLTCL1 2 0.81164669393821143 2 28 26
DNAJB7 IGLV3-27 2 0.4936708860759168 2 2 0
IGLV2-8 TUBA8 2 0.79675696830901288 2 11 9
IGLV8-61 TUBA8 2 0.79675696830901288 2 11 9
GAB4 UPK3A 2 0.76953100468821578 2 8 6
THAP7-AS1 RRP7B 2 0.71187162066302667 2 5 3
SCARF2 RRP7B 2 0.84699721563657215 4 64 62
RIBC2 CTA-299D3.8 2 0.82303636389903767 2 22 20
SEC14L6 IGLV3-27 2 0.4936708860759168 2 2 0
ACR EFCAB6 2 0.61532138747329101 2 3 1
CLTCL1 CTA-299D3.8 2 0.82303636389903767 2 22 20
APOL4 CLDN5 2 0.85321586923784132 3 26 24
THAP7-AS1 UPK3A 2 0.61532138747329101 2 3 1
SCARF2 UPK3A 2 0.8528161662031849 4 62 60
IGLV2-8 IGLV1-44 2 0.4936708860759168 2 2 0
IGLV8-61 IGLV1-44 2 0.4936708860759168 2 2 0
IGLV2-8 IGLV8-61 2 0.4936708860759168 2 2 0
KB-1269D1.8 RRP7A 2 0.61532138747329101 2 3 1
IGLV1-44 SEC14L6 2 0.4936708860759168 2 2 0
RIBC2 RRP7B 2 0.82128095981422478 2 24 22
ACR IGLV4-69 2 0.6186166774402202 3 3 1
ACR MAPK8IP2 2 0.82303636389903767 2 22 20
CLTCL1 RRP7B 2 0.82128095981422478 2 24 22
IGLV4-69 CTA-299D3.8 2 0.6186166774402202 3 3 1
RRP7B EFCAB6 2 0.71187162066302667 2 5 3
MAPK8IP2 CTA-299D3.8 2 0.82303636389903767 2 22 20
GAB4 RRP7B 2 0.78951061234037334 2 10 8
TMPRSS6 IGLV4-69 2 0.78912097822240135 3 9 7
TMPRSS6 MAPK8IP2 2 0.81164669393821143 2 28 26
RIBC2 UPK3A 2 0.82303636389903767 2 22 20
CLTCL1 UPK3A 2 0.82303636389903767 2 22 20
EFCAB6 CTA-299D3.8 2 0.61532138747329101 2 3 1
THAP7-AS1 ACR 2 0.61532138747329101 2 3 1
IGLV2-11 RRP7A 2 0.61532138747329101 2 3 1
SCARF2 ACR 2 0.8528161662031849 4 62 60
IGLV3-16 RRP7A 2 0.80761055166546813 2 13 11
GAB4 CTA-299D3.8 2 0.76953100468821578 2 8 6
TMPRSS6 EFCAB6 2 0.78061124484742772 2 9 7
IGLV2-11 IGLV3-1 2 0.62023795216927158 4 3 1
IGLV3-16 IGLV3-1 2 0.82522366195600583 4 13 11
TUBA8 IGLV1-44 2 0.79675696830901288 2 11 9
KB-1269D1.8 RRP7B 1 1.0 2 4 3
IGLV1-44 IGLV4-69 1 1.0 3 2 1
IGLV1-44 MAPK8IP2 1 1.0 2 21 20
TUBA8 RIBC2 1 1.0 2 30 29
TUBA8 CLTCL1 1 1.0 2 30 29
KB-67B5.12 RRP7A 1 1.0 2 7 6
GSTT2 IGLV4-60 1 1.0 3 15 14
IGLV4-69 DNAJB7 1 1.0 3 2 1
MAPK8IP2 DNAJB7 1 1.0 2 21 20
GAB4 DNAJB7 1 1.0 2 7 6
FAM211B ACR 1 1.0 2 2 1
RRP7A HDAC10 1 1.0 2 3 2
RIBC2 SEC14L6 1 1.0 2 21 20
SEC14L6 CLTCL1 1 1.0 2 21 20
KB-67B5.12 IGLV3-1 1 1.0 4 7 6
MEI1 CTA-299D3.8 1 1.0 2 2 1
IGLV2-8 EFCAB6 1 1.0 2 2 1
ZMAT5 CTA-299D3.8 1 1.0 2 2 1
IGLV8-61 EFCAB6 1 1.0 2 2 1
TUBA8 EFCAB6 1 1.0 2 11 10
THAP7-AS1 IGLV3-27 1 1.0 2 2 1
IGLV2-11 CTA-299D3.8 1 1.0 2 2 1
SCARF2 IGLV3-27 1 1.0 4 61 60
IGLV3-16 CTA-299D3.8 1 1.0 2 12 11
TMPRSS6 IGLV2-11 1 1.0 2 8 7
TMPRSS6 IGLV3-16 1 1.0 2 18 17
THAP7-AS1 IGLV2-8 1 1.0 2 2 1
THAP7-AS1 IGLV8-61 1 1.0 2 2 1
SCARF2 IGLV2-8 1 1.0 4 61 60
SCARF2 IGLV8-61 1 1.0 4 61 60
KB-1269D1.8 CTA-299D3.8 1 1.0 2 2 1
IGLV1-44 EFCAB6 1 1.0 2 2 1
MEI1 UPK3A 1 1.0 2 2 1
ZMAT5 UPK3A 1 1.0 2 2 1
GAB4 TUBA8 1 1.0 2 16 15
MEI1 ACR 1 1.0 2 2 1
IGLV2-8 RIBC2 1 1.0 2 21 20
IGLV2-8 CLTCL1 1 1.0 2 21 20
ZMAT5 ACR 1 1.0 2 2 1
IGLV8-61 RIBC2 1 1.0 2 21 20
IGLV8-61 CLTCL1 1 1.0 2 21 20
RIBC2 DNAJB7 1 1.0 2 21 20
CLTCL1 DNAJB7 1 1.0 2 21 20
HDAC10 IGLV3-1 1 1.0 4 3 2
THAP7-AS1 TUBA8 1 1.0 2 11 10
SCARF2 TUBA8 1 1.0 4 70 69
PRODH TMPRSS6 1 1.0 2 9 8
MEI1 RRP7B 1 1.0 2 4 3
IGLV2-8 IGLV4-69 1 1.0 3 2 1
IGLV2-8 MAPK8IP2 1 1.0 2 21 20
ZMAT5 RRP7B 1 1.0 2 4 3
IGLV8-61 IGLV4-69 1 1.0 3 2 1
IGLV8-61 MAPK8IP2 1 1.0 2 21 20
PRODH ACR 1 1.0 2 3 2
GAB4 SEC14L6 1 1.0 2 7 6
TMPRSS6 FAM211B 1 1.0 2 8 7
THAP7-AS1 IGLV1-44 1 1.0 2 2 1
SCARF2 IGLV1-44 1 1.0 4 61 60
DNAJB7 EFCAB6 1 1.0 2 2 1
PRODH UPK3A 1 1.0 2 3 2
IGLV2-11 RRP7B 1 1.0 2 4 3
IGLV3-16 RRP7B 1 1.0 2 14 13
FAM211B CTA-299D3.8 1 1.0 2 2 1
RIBC2 IGLV3-27 1 1.0 2 21 20
SEC14L6 EFCAB6 1 1.0 2 2 1
CLTCL1 IGLV3-27 1 1.0 2 21 20
GAB4 IGLV2-8 1 1.0 2 7 6
GAB4 IGLV8-61 1 1.0 2 7 6
TMPRSS6 MEI1 1 1.0 2 8 7
TMPRSS6 ZMAT5 1 1.0 2 8 7
IGLV2-11 UPK3A 1 1.0 2 2 1
IGLV3-16 UPK3A 1 1.0 2 12 11
GAB4 IGLV1-44 1 1.0 2 7 6
TMPRSS6 KB-1269D1.8 1 1.0 2 8 7
KB-1269D1.8 ACR 1 1.0 2 2 1
IGLV1-44 RIBC2 1 1.0 2 21 20
IGLV1-44 CLTCL1 1 1.0 2 21 20
FAM211B RRP7B 1 1.0 2 4 3
SEC14L6 IGLV4-69 1 1.0 3 2 1
SEC14L6 MAPK8IP2 1 1.0 2 21 20
KB-1269D1.8 UPK3A 1 1.0 2 2 1
IGLV4-69 IGLV3-27 1 1.0 3 2 1
MAPK8IP2 IGLV3-27 1 1.0 2 21 20
PRODH RRP7B 1 1.0 2 5 4
FAM211B UPK3A 1 1.0 2 2 1
EFCAB6 IGLV3-27 1 1.0 2 2 1
THAP7-AS1 SEC14L6 1 1.0 2 2 1
IGLV2-11 ACR 1 1.0 2 2 1
SCARF2 SEC14L6 1 1.0 4 61 60
IGLV3-16 ACR 1 1.0 2 12 11
PRODH CTA-299D3.8 1 1.0 2 3 2
GAB4 IGLV3-27 1 1.0 2 7 6
THAP7-AS1 DNAJB7 1 1.0 2 2 1
SCARF2 DNAJB7 1 1.0 4 61 60
TUBA8 IGLV4-69 1 1.0 3 11 10
TUBA8 MAPK8IP2 1 1.0 2 30 29
TUBA8 FAM211B 0 1.0 2 10 10
KB-67B5.12 ACR 0 1.0 2 6 6
PRODH DNAJB7 0 1.0 2 2 2
FAM211B SEC14L6 0 1.0 2 1 1
RIBC2 CLTCL1 0 1.0 2 40 40
ACR HDAC10 0 1.0 2 2 2
MEI1 IGLV3-27 0 1.0 2 1 1
ZMAT5 IGLV3-27 0 1.0 2 1 1
KB-67B5.12 UPK3A 0 1.0 2 6 6
KB-67B5.12 CTA-299D3.8 0 1.0 2 6 6
THAP7-AS1 EFCAB6 0 1.0 2 2 2
IGLV2-11 IGLV3-27 0 1.0 2 1 1
SCARF2 EFCAB6 0 1.0 4 61 61
IGLV3-16 IGLV3-27 0 1.0 2 11 11
GAB4 THAP7-AS1 0 1.0 2 7 7
GAB4 SCARF2 0 1.0 4 66 66
IGLV2-11 IGLV2-8 0 1.0 2 1 1
IGLV2-11 IGLV8-61 0 1.0 2 1 1
IGLV3-16 IGLV2-8 0 1.0 2 11 11
IGLV3-16 IGLV8-61 0 1.0 2 11 11
KB-1269D1.8 IGLV3-27 0 1.0 2 1 1
PRODH TUBA8 0 1.0 2 11 11
TMPRSS6 KB-67B5.12 0 1.0 2 12 12
MEI1 SEC14L6 0 1.0 2 1 1
IGLV2-8 FAM211B 0 1.0 2 1 1
ZMAT5 SEC14L6 0 1.0 2 1 1
IGLV8-61 FAM211B 0 1.0 2 1 1
FAM211B DNAJB7 0 1.0 2 1 1
IGLV2-11 TUBA8 0 1.0 2 10 10
IGLV3-16 TUBA8 0 1.0 2 20 20
IGLV4-69 MAPK8IP2 0 1.0 3 21 21
MEI1 DNAJB7 0 1.0 2 1 1
ZMAT5 DNAJB7 0 1.0 2 1 1
RFPL1 IGLV3-1 0 1.0 4 3 3
KB-1269D1.8 DNAJB7 0 1.0 2 1 1
PRODH SEC14L6 0 1.0 2 2 2
GAB4 RIBC2 0 1.0 2 26 26
GAB4 CLTCL1 0 1.0 2 26 26
TMPRSS6 HDAC10 0 1.0 2 8 8
IGLV2-11 IGLV1-44 0 1.0 2 1 1
IGLV3-16 IGLV1-44 0 1.0 2 11 11
MEI1 TUBA8 0 1.0 2 10 10
ZMAT5 TUBA8 0 1.0 2 10 10
THAP7-AS1 IGLV4-69 0 1.0 3 2 2
THAP7-AS1 MAPK8IP2 0 1.0 2 21 21
SCARF2 IGLV4-69 0 1.0 5 61 61
SCARF2 MAPK8IP2 0 1.0 4 80 80
FAM211B IGLV3-27 0 1.0 2 1 1
RIBC2 EFCAB6 0 1.0 2 21 21
CLTCL1 EFCAB6 0 1.0 2 21 21
HDAC10 CTA-299D3.8 0 1.0 2 2 2
APOL4 IGLV4-60 0 1.0 4 20 20
PRODH IGLV2-8 0 1.0 2 2 2
PRODH IGLV8-61 0 1.0 2 2 2
MEI1 IGLV1-44 0 1.0 2 1 1
IGLV2-8 KB-1269D1.8 0 1.0 2 1 1
ZMAT5 IGLV1-44 0 1.0 2 1 1
IGLV8-61 KB-1269D1.8 0 1.0 2 1 1
MEI1 IGLV2-8 0 1.0 2 1 1
MEI1 IGLV8-61 0 1.0 2 1 1
IGLV2-8 ZMAT5 0 1.0 2 1 1
ZMAT5 IGLV8-61 0 1.0 2 1 1
PRODH IGLV1-44 0 1.0 2 2 2
THAP7-AS1 SCARF2 0 1.0 4 61 61
RFPL1 RRP7A 0 1.0 2 3 3
KB-1269D1.8 SEC14L6 0 1.0 2 1 1
IGLV1-44 FAM211B 0 1.0 2 1 1
RIBC2 IGLV4-69 0 1.0 3 21 21
RIBC2 MAPK8IP2 0 1.0 2 40 40
CLTCL1 IGLV4-69 0 1.0 3 21 21
CLTCL1 MAPK8IP2 0 1.0 2 40 40
HDAC10 RRP7B 0 1.0 2 4 4
IGLV4-69 EFCAB6 0 1.0 3 2 2
MAPK8IP2 EFCAB6 0 1.0 2 21 21
GAB4 IGLV4-69 0 1.0 3 7 7
GAB4 MAPK8IP2 0 1.0 2 26 26
KB-1269D1.8 IGLV1-44 0 1.0 2 1 1
HDAC10 UPK3A 0 1.0 2 2 2
