RP1-102D24.5 19 3.5890018443252578e-05 2 32 13
MAPK12 19 0.088454138782860237 12 98 79
IGLV3-1 19 0.0037076799488576931 13 31 12
TCF20 18 0.0078802383799341288 9 33 15
ZNF70 18 0.049053352618146251 9 62 44
HIRA 17 0.092159881496205187 16 63 46
KLHL22 17 0.061772873365248795 9 60 43
XBP1 17 0.00041238431922111473 5 21 4
GCAT 17 0.055328404111948545 7 75 58
ADSL 17 0.00078693780160819619 6 22 5
CECR2 16 0.27147195681021286 31 122 106
ELFN2 16 0.031243916375551059 6 42 26
CHEK2 16 0.21199596575945184 19 105 89
IGLV1-47 16 0.14001496043277806 11 91 75
SLC25A1 16 0.014902424667469029 7 31 15
PITPNB 16 0.021015658248985755 11 32 16
IGLVI-20 15 0.015340331337840685 5 29 14
PNPLA3 15 0.31099431948646994 25 136 121
AC006946.15 15 0.02313723116559388 4 39 24
MIOX 14 0.14170838416408699 11 58 44
MCHR1 14 0.017195212237041034 3 38 24
PVALB 13 0.018755178542293728 3 26 13
PIK3IP1 13 0.14247053860177655 7 62 49
TAB1 13 0.13510908017611023 10 47 34
APOBEC3F 13 0.25392143725777244 12 93 80
CYP2D7P 13 0.20877264803734447 11 71 58
SHANK3 13 0.34985932783028584 23 114 101
SCARF2 12 0.41228898913143652 18 185 173
TBX1 12 0.28936934877377202 18 72 60
CRKL 12 0.11791718887477662 6 41 29
SYNGR1 12 0.18831988008984238 7 78 66
TOM1 12 0.17122958459686144 8 51 39
CRYBB1 12 0.075610175660648093 5 32 20
GATSL3 12 0.058036100739435444 9 25 13
IFT27 12 0.072033409632663498 4 56 44
GGA1 12 0.17179903929453258 13 44 32
DNAL4 12 0.0051798845718164293 2 17 5
NF2 12 0.14690240801449714 9 42 30
CCDC117 12 0.079738059958870774 6 31 19
RP3-508I15.9 12 0.055353896556573107 5 27 15
SPECC1L 11 0.30356328615907591 10 82 71
IGLV2-23 11 0.23553670386355918 13 48 37
FAM118A 11 0.46052979825212503 22 136 125
IGLV2-33 11 0.10091529653081674 4 35 24
SNORD56 11 0.047309818136376268 3 24 13
AC002472.13 11 0.21326318055432469 10 46 35
NPTXR 11 0.21514649568830835 7 57 46
AP000350.7 10 0.041079686226937875 2 28 18
HMGXB4 10 0.36811710209550402 10 104 94
RN7SKP80 10 0.013584149299489628 3 13 3
ZNF74 10 0.39429444439948536 16 77 67
Z82214.3 10 0.18193241490142625 5 40 30
CSDC2 10 0.0014480709885355803 4 10 0
GSTT2 10 0.090562745260813093 3 28 18
GNB1L 9 0.3182493031929719 8 49 40
AIFM3 9 0.45173120663691202 14 83 74
SYN3 9 0.45173120663691202 14 83 74
AC000036.4 9 0.052810301977810906 3 15 6
KCNJ4 9 0.14016197074523784 4 24 15
TTC28 9 0.33189935337395543 20 42 33
APOL5 9 0.45997805924946089 14 88 79
IGLV3-22 9 0.22875547032050533 8 31 22
BIK 9 0.25087219177292225 5 46 37
GUCD1 9 0.38650479111998237 9 115 106
YDJC 9 0.10114766399439434 3 21 12
ADRBK2 9 0.054772094129957843 7 14 5
IGLJ3 9 0.13578497543058263 5 22 13
IGLL3P 9 0.48764658708375541 17 95 86
MIR3618 9 0.059098552455787573 4 15 6
MB 9 0.20402429190622953 4 48 39
AC000081.2 8 0.031692345594729228 4 10 2
ADM2 8 0.28434728740760939 11 28 20
IGLVVI-22-1 8 0.22505397021989992 6 24 16
SLC25A17 8 0.40798750085099456 8 58 50
AC002472.1 8 0.0032760032760032563 1 8 0
ABHD17AP4-POM121L4P 8 0.1165346406805855 2 23 15
C22orf24 8 0.22156827651559019 7 23 15
RP5-1042K10.12 8 0.17633957302387865 5 20 12
IGLV3-17 7 0.056160926432242429 1 13 6
TMEM184B 7 0.17439478343324183 8 14 7
DESI1 7 0.0083160083160085021 1 7 0
CRELD2 7 0.48211253417955252 20 44 37
GSTT2B 7 0.3034345516014253 4 28 21
ACR 7 0.35685648296488226 5 34 27
LL22NC03-102D1.18 7 0.030950305143853329 1 9 2
DGCR8 7 0.38649190060977257 9 32 25
RRP7B 7 0.053472889212883193 3 9 2
HMOX1 7 0.20417592985522975 6 16 9
TNRC6B 7 0.69940689784396037 26 194 187
IGLV2-18 7 0.030950305143853378 1 18 11
SC22CB-1E7.1 7 0.030950305143853378 1 18 11
LL22NC03-N14H11.1 7 0.16809058947071054 2 19 12
FAM83F 7 0.079169531758301076 4 10 3
OSM 6 0.39389991873514019 4 28 22
Y_RNA 6 0.69442890653445488 17 136 130
MRPL40 6 0.027411633549740286 3 6 0
AL022476.2 6 0.2918077007082861 3 18 12
CTA-221G9.10 6 0.4079393920785086 5 27 21
WNT7B 6 0.44559933576012356 6 31 25
KB-7G2.8 6 0.43016366104665127 9 26 20
RNF185 6 0.47951071185518945 5 52 46
C22orf31 6 0.31121694203275552 4 18 12
CSNK1E 6 0.50755234896209955 8 40 34
PATZ1 6 0.23146656058965587 4 13 7
PRDX3P1 6 0.025546605293438975 2 6 0
SEC14L6 6 0.67860012876313258 22 95 89
CSF2RB 6 0.7124026608533689 21 139 133
AC007050.18 6 0.16102159591278825 2 11 5
SEPT5 6 0.19977372685955935 9 11 5
IGLV4-69 6 0.061245275332145174 3 7 1
RP4-591N18.2 6 0.082358777019511831 1 17 11
OSBP2 6 0.66610265748441755 17 95 89
MAPK11 6 0.58333788725076108 9 68 62
TSSK2 6 0.52413905935637906 10 41 35
TUBA3FP 6 0.5468487816005706 7 64 58
MIR4535 6 0.11283377548309739 1 13 7
CYP2D8P 6 0.095845567480717403 1 10 4
RP4-539M6.19 6 0.32217757375207712 5 18 12
LDOC1L 6 0.064833161607354847 1 8 2
SNORD125 5 0.46671014732516308 5 21 16
DMC1 5 0.16972027756679492 5 7 2
GGTLC2 5 0.46382003937398719 3 30 25
UBE2L3 5 0.10840046029919423 2 6 1
ST13 5 0.50767162148439837 7 24 19
HIC2 5 0.67296523575398659 9 88 83
MIR3201 5 0.091476091476092133 1 6 1
IGLV1-50 5 0.24650989566580664 4 9 4
LL22NC03-24A12.8 5 0.19266080268676528 2 8 3
POLR2F 5 0.24650989566580664 4 9 4
TIMP3 5 0.35878955023842884 2 18 13
RP3-508I15.10 5 0.25154064022526695 2 10 5
RP1-130H16.16 5 0.60081501680023985 7 44 39
RP3-402G11.27 5 0.57176325960492802 6 38 33
NHP2L1 5 0.11397468686471461 3 6 1
PICK1 5 0.6658892611442071 9 73 68
AP000344.3 5 0.22468486934301429 2 9 4
MIR1281 5 0.047124047124046407 1 5 0
DDT 5 0.45773113715717839 3 27 22
TTC28-AS1 4 0.53613534546467134 3 18 14
AL021707.2 4 0.34064371475988497 1 11 7
RPL35P8-C22orf34 4 0.66993056095622761 5 47 43
TMPRSS6 4 0.86237081784666203 38 207 203
CRYBB3 4 0.59622851938831745 6 21 17
SEPT3 4 0.64309465006749833 6 29 25
MAFF 4 0.5807115759394903 3 28 24
RP5-1039K5.17 4 0.34306722475219242 1 12 8
TOMM22 4 0.37807263765133925 2 9 5
MIR130B 4 0.5838732220978059 3 33 29
SNRPD3 4 0.50048086331457486 2 20 16
AP1B1 4 0.81547759884206672 21 115 111
WI2-81516E3.1-RPL35P8 4 0.47410104906933304 4 12 8
GGT1 4 0.55302052360198761 5 17 13
GTPBP1 4 0.27216292146244181 3 6 2
C22orf39 4 0.11556797632746586 2 4 0
IGLV3-13 4 0.49389114635082887 2 26 22
SNAP29 4 0.59611034476150326 8 20 16
DDX17 4 0.70575411476926553 7 50 46
DUSP18 4 0.50262119491011248 2 22 18
IGLV3-25 4 0.66222339439058242 5 40 36
HSCB 4 0.45377971662449945 4 11 7
PDGFB 4 0.78564087062766752 13 99 95
SERPIND1 4 0.57273767189575975 5 19 15
GSTT1 4 0.57008950031047212 3 40 36
KCNMB3P1 4 0.57008950031047456 3 24 20
RABL2B 4 0.40972780231213524 6 9 5
AL022328.1 4 0.68486871501545354 6 44 40
UPB1 3 0.77951881874324092 7 35 32
CABIN1 3 0.8747590439231645 21 110 107
TSPO 3 0.79025839839476597 6 47 44
BAIAP2L2 3 0.84097774728649766 14 66 63
RP5-1170K4.7 3 0.50060341606503589 1 8 5
SCUBE1 3 0.88991131071562424 30 136 133
IGLV1-41 3 0.73710394639057697 4 28 25
IGLV3-16 3 0.84135414685693122 10 106 103
IGLV8-61 3 0.55849507390251185 3 8 5
AP000351.10 3 0.23076923076922498 1 20 17
Z93241.1 3 0.63674719545229541 2 15 12
APOBEC3D 3 0.80249513615886869 9 43 40
CTA-747E2.10 3 0.63674719545229541 2 15 12
CACNG2 3 0.61791542073617922 3 11 8
IGLV1-44 3 0.44718055129154111 7 5 2
GNAZ 3 0.48136891719341679 2 6 3
TSSK1A 3 0.61199057586265404 2 12 9
C22orf23 3 0.65249075519443811 2 19 16
MGAT3 3 0.71016353377328412 5 19 16
JOSD1 3 0.23076923076922498 1 3 0
GALR3 3 0.73095898119916292 5 23 20
LZTR1 3 0.91953229661964075 44 296 293
FAM230A 3 0.23076923076922498 1 3 0
GSTTP1 3 0.78422889621257852 9 34 31
CTA-268H5.12 3 0.68826399035860386 3 19 16
CTA-445C9.15 3 0.63167184123173792 3 12 9
RHBDD3 3 0.71299152409624267 4 21 18
XXbac-B444P24.13 3 0.23076923076922498 1 3 0
RP3-400N23.6 3 0.79186677266850181 6 74 71
RNF185-AS1 2 0.69476469476469105 1 17 15
IGLV1-40 2 0.76856640006779542 6 7 5
GGT3P 2 0.48717948717948839 1 2 0
GP1BB 2 0.78951061234037334 2 10 8
THAP7-AS1 2 0.75545258189768449 2 7 5
CBX6 2 0.69476469476469105 1 17 15
GAL3ST1 2 0.84101279264707229 6 15 13
ARHGAP8 2 0.87745565537540449 13 24 22
MFNG 2 0.67516028275516904 2 4 2
KRT18P62 2 0.48717948717948839 1 2 0
IGLJ7 2 0.84989111785854243 3 23 21
SLC25A18 2 0.4936708860759168 2 2 0
SF3A1 2 0.92626642411463989 21 71 69
CHKB 2 0.83242336336010103 8 13 11
RP1-85F18.5 2 0.74752728256622103 1 9 7
AC006548.26 2 0.69476469476469105 1 17 15
CITF22-1A6.3 2 0.60498960498960463 1 3 1
TYMP 2 0.85986835310526677 6 20 18
RNF215 2 0.86727501556862052 7 22 20
EWSR1 2 0.93045641714285421 14 106 104
AC008079.9 2 0.6614196614196568 1 18 16
CHADL 2 0.84101279264707229 6 15 13
CBY1 2 0.73109414711194765 1 7 5
IGLV2-34 2 0.48717948717948839 1 2 0
RP5-1039K5.13 2 0.81760758182306392 2 16 14
AC000068.10 2 0.48717948717948839 1 2 0
EFCAB6-AS1 2 0.4936708860759168 2 2 0
RNA5SP494 2 0.60498960498960463 1 3 1
CECR5-AS1 2 0.60498960498960463 1 3 1
AC000068.9 2 0.61532138747329101 2 3 1
DNAJB7 2 0.62023795216927158 4 3 1
PISD 2 0.89592335178112958 18 33 31
IGLV3-26 2 0.83330262077117823 3 16 14
SOX10 2 0.85005727132394249 4 19 17
LL22NC03-88E1.17 2 0.48717948717948839 1 2 0
AC000041.8 2 0.82942884359274816 3 15 13
XPNPEP3 2 0.87972792066831418 7 28 26
C22orf46 1 1.0 4 20 19
GAB4 1 1.0 11 78 77
RP3-510H16.3 1 1.0 2 12 11
RNA5SP493 1 1.0 1 1 0
TMEM211 1 1.0 2 2 1
IGLL5 1 1.0 5 3 2
IGLV2-11 1 1.0 2 3 2
IGLV9-49 1 1.0 2 27 26
ADORA2A 1 1.0 1 14 13
AP000345.2 1 1.0 1 1 0
IGLV6-57 1 1.0 3 30 29
ATF4 1 1.0 1 1 0
ARSA 1 1.0 11 68 67
AL021977.1 1 1.0 1 1 0
GPM6BP3-AC007064.22 1 1.0 4 39 38
AC000089.3 1 1.0 1 1 0
IGLV3-32 1 1.0 1 1 0
CTA-250D10.23 1 1.0 3 7 6
TRMT2A 1 1.0 5 17 16
IGLJ5 1 1.0 1 20 19
POM121L1P 1 1.0 1 1 0
MIR1249 1 1.0 4 15 14
LGALS2 1 1.0 1 1 0
MIF 1 1.0 1 1 0
RPL5P35-BRD1 1 1.0 1 1 0
IGLV3-4 1 1.0 1 1 0
MIEF1 1 1.0 7 10 9
MIR3909 1 1.0 1 1 0
CCT8L2 1 1.0 6 43 42
IGLVI-42 1 1.0 1 2 1
hsa-mir-5571 1 1.0 1 1 0
CTA-941F9.9 1 1.0 1 4 3
TOB2 1 1.0 5 38 37
IGLV7-43 1 1.0 1 1 0
RGL4 1 1.0 6 39 38
RTN4R 1 1.0 2 21 20
CTA-384D8.31 1 1.0 1 1 0
APOBEC3C 1 1.0 1 10 9
DRG1 1 1.0 6 24 23
TRABD 1 1.0 6 14 13
C22orf15 1 1.0 1 2 1
ZBED4 1 1.0 12 107 106
CCDC134 1 1.0 7 10 9
CTA-984G1.5 1 1.0 1 1 0
AC004019.18 1 1.0 1 20 19
IGLC6 1 1.0 1 20 19
IGLV3-27 1 1.0 1 1 0
CLDN5 1 1.0 5 27 26
RP4-742C19.12 1 1.0 1 1 0
RBX1 1 1.0 3 2 1
CBX7 0 1.0 3 2 2
TEX33 0 1.0 8 34 34
RP4-756G23.5 0 1.0 3 29 29
AC002056.5 0 1.0 2 6 6
AC006547.14 0 1.0 11 38 38
BMS1P20 0 1.0 1 2 2
GGT2 0 1.0 1 19 19
RASL10A 0 1.0 3 21 21
AC007308.7 0 1.0 1 10 10
AC006547.15 0 1.0 2 1 1
DGCR14 0 1.0 14 25 25
RP3-412A9.15 0 1.0 1 13 13
KDELR3 0 1.0 1 7 7
APOBEC3G 0 1.0 10 22 22
LL22NC03-102D1.16 0 1.0 1 17 17
DGCR2 0 1.0 19 108 108
PPARA 0 1.0 12 12 12
MTND1P13 0 1.0 1 20 20
RP4-753M9.1 0 1.0 1 1 1
IGLV3-9 0 1.0 1 20 20
IGLL1 0 1.0 4 8 8
ZDHHC8P1 0 1.0 2 19 19
UQCR10 0 1.0 1 2 2
YPEL1 0 1.0 4 30 30
APOL1 0 1.0 18 182 182
APOBEC3B 0 1.0 10 42 42
POM121L4P 0 1.0 2 3 3
LL22NC03-86D4.1 0 1.0 2 1 1
CTA-992D9.6 0 1.0 1 3 3
RN7SKP214 0 1.0 2 23 23
CYP2D6 -1 1.0 12 47 48
TST -1 1.0 1 0 1
CTA-407F11.6 -1 1.0 1 0 1
NFAM1 -1 1.0 6 13 14
RP3-508I15.20 -1 1.0 2 1 2
TMEM191A -1 1.0 1 0 1
PHF5A -1 1.0 1 0 1
XXbac-B135H6.15 -1 1.0 7 126 127
XX-C283C717.1 -1 1.0 9 22 23
AP000351.3 -1 1.0 1 0 1
AC007308.6 -1 1.0 2 23 24
RP1-5O6.5 -1 1.0 1 1 2
SNORA77 -1 1.0 2 4 5
AP000349.1 -1 1.0 5 11 12
KCTD17 -1 1.0 5 21 22
MIR33A -1 1.0 8 11 12
EIF4HP2 -1 1.0 2 20 21
AC023490.2 -1 1.0 1 0 1
KB-1269D1.8 -1 1.0 1 0 1
SDF2L1 -1 1.0 1 0 1
IGLV3-10 -1 1.0 1 0 1
RPL23AP82 -1 1.0 1 3 4
FAM211B -1 1.0 5 9 10
CTA-407F11.8 -1 1.0 1 0 1
IGLV10-54 -1 1.0 3 33 34
MIR659 -1 1.0 1 0 1
LL22NC03-75A1.9 -1 1.0 1 0 1
CTA-125H2.3 -1 1.0 1 2 3
IGLV1-36 -1 1.0 4 12 13
RP3-402G11.25 -1 1.0 5 11 12
CRYBB2P1 -1 1.0 2 3 4
TNFRSF13C -1 1.0 1 2 3
MORC2-AS1 -1 1.0 1 4 5
LINC00898 -1 1.0 1 0 1
DGCR11 -1 1.0 1 5 6
WNT7B-CITF22-92A6.1 -1 1.0 6 6 7
MIR185 -1 1.0 1 0 1
XXbac-B444P24.8 -1 1.0 1 0 1
ANKRD62P1-PARP4P3 -1 1.0 1 0 1
P2RX6 -1 1.0 14 68 69
MIR4534 -1 1.0 1 0 1
CITF22-24E5.1 -1 1.0 2 6 7
AL022314.1 -2 0.8955570568123874 8 37 39
TBC1D10A -2 0.90319022506519508 10 42 44
PMM1 -2 0.6186166774402202 3 1 3
NOL12 -2 0.86607182174616293 4 25 27
NAGA -2 0.89918526829652734 9 39 41
RP1-90G24.8 -2 0.6614196614196568 1 2 4
DDTL -2 0.4936708860759168 2 0 2
P2RX6P -2 0.4936708860759168 2 0 2
SLC5A4 -2 0.74752975012911205 5 4 6
NDUFA6-AS1 -2 0.4936708860759168 2 0 2
SREBF2 -2 0.90411157833229394 20 37 39
ODF3B -2 0.48717948717948839 1 0 2
IGLC3 -2 0.80270707247252271 2 10 12
AC005003.1 -2 0.4936708860759168 2 0 2
ANKRD54 -2 0.86235110666001424 5 20 22
LINC00207 -2 0.81970137233785301 2 15 17
CTA-85E5.10 -2 0.4936708860759168 2 0 2
LL22NC03-86G7.1 -2 0.83330262077117823 3 14 16
AP000351.13 -2 0.48717948717948839 1 0 2
C22orf29 -2 0.48717948717948839 1 0 2
AC005300.5 -2 0.89934213900548765 7 46 48
H1F0 -2 0.8116466939382132 2 12 14
CTA-384D8.36 -2 0.89934213900548765 7 46 48
RN7SKP210 -2 0.4936708860759168 2 0 2
KLHDC7B -2 0.87496546695038169 5 27 29
PEX26 -2 0.83012075340019842 6 11 13
SGSM3 -2 0.87694898212985484 9 23 25
KRT18P23 -2 0.74105362314483991 1 12 14
Z82214.2 -2 0.87203361661197265 7 22 24
RP5-1119A7.17 -2 0.78951061234037334 2 8 10
RP3-370M22.8 -2 0.48717948717948839 1 0 2
MIR548J -2 0.74105362314483991 1 12 14
IGLVIV-53 -2 0.91272882632515784 10 58 60
RP1-130H16.18 -2 0.67941691726858866 3 2 4
XRCC6 -2 0.84699721563657282 4 16 18
TEF -3 0.58222080591242009 3 6 9
RP3-412A9.16 -3 0.23076923076922498 1 0 3
GAS2L1 -3 0.75887545150174818 5 29 32
RNU6-476P -3 0.40748440748441461 1 15 18
RN7SL385P -3 0.51447554339656842 1 6 9
MAPK1 -3 0.616067986395606 6 7 10
D86998.1 -3 0.54584050923858574 2 5 8
RBFOX2 -3 0.73162932704608341 11 17 20
IGLV2-8 -3 0.36436112906699086 3 1 4
LRP5L -3 0.73644380986884617 10 18 21
AL031590.1 -3 0.23076923076922498 1 0 3
RNU6-900P -3 0.23076923076922498 1 0 3
CTA-246H3.11 -3 0.65363234935609915 3 11 14
PES1 -3 0.77120208136576496 17 24 27
RP1-102K2.8 -3 0.48011535108309106 1 4 7
RP11-191L9.4 -3 0.72871773052455957 4 22 25
EIF3L -3 0.78902931488093686 10 32 35
PRAME -3 0.87241653569033151 19 107 110
RP3-402G11.26 -3 0.51447554339657064 1 11 14
CDC45 -3 0.8425224096921401 15 63 66
KIAA1644 -3 0.75904306461492377 12 22 25
LGALS1 -3 0.24050632911392292 2 0 3
POLR3H -3 0.49061334066876777 3 3 6
RNU6-409P -3 0.52725398416746616 1 9 12
AP000355.2 -3 0.34164934164933702 1 1 4
RP11-247I13.8 -3 0.714230572336648 3 26 29
XXbac-B135H6.18 -3 0.70363118141296543 3 37 40
ENTHD1 -3 0.36706325361541742 4 1 4
APOBEC3B-AS1 -3 0.34164934164933702 1 1 4
MIR301B -3 0.65492090960320559 2 18 21
TANGO2 -4 0.63168983905820475 15 19 23
CDPF1 -4 0.1187244128420555 3 0 4
EIF3D -4 0.55353809682735799 8 12 16
NDUFA6 -4 0.3202657607551922 1 5 9
SLC16A8 -4 0.7236348485161358 10 45 49
AC004019.13 -4 0.20683323496622835 3 1 5
AP000350.4 -4 0.61618580157280967 4 25 29
PLA2G6 -4 0.83301748595251646 32 124 128
CTA-833B7.2 -4 0.73084653856440729 10 49 53
SH3BP1 -4 0.73317171845969531 16 43 47
PIM3 -4 0.69167860178796081 6 71 75
ZNF280B -4 0.67148374051266879 5 48 52
AC006547.8 -4 0.77221924038909129 15 68 72
IGLV5-37 -4 0.50723594324042109 4 10 14
CTA-292E10.6 -4 0.11556797632746586 2 0 4
CTA-125H2.2 -4 0.71608761007729482 8 47 51
SMDT1 -4 0.3202657607551922 1 5 9
GSC2 -4 0.39447805696443428 3 5 9
KB-1183D5.16 -4 0.11556797632746586 2 36 40
C22orf43 -4 0.64506884241974949 7 24 28
PPM1F -4 0.46318384824284398 6 7 11
MN1-PITPNB -4 0.26332581931680177 2 2 6
KIAA0930 -4 0.72273442872651938 14 40 44
VWFP1 -4 0.10602910602910655 1 0 4
XXbac-B562F10.11 -4 0.10602910602910655 1 0 4
IGKV2OR22-4 -5 0.310609194400429 5 6 11
XXbac-B444P24.10 -5 0.34931759785115801 4 8 13
RN7SL168P -5 0.25154064022526695 2 5 10
IGLV5-45 -5 0.53496343496713172 8 22 27
MKL1 -5 0.43652187220540373 8 12 17
RP1-302D9.3 -5 0.20492715519073446 1 7 12
SRRD -5 0.52564282739813195 4 34 39
NEFH -5 0.69146868740411582 11 77 82
AL080243.1 -5 0.12738612738612798 1 2 7
TOP3B -5 0.69163551693410263 28 54 59
GUSBP11 -5 0.29503629323595787 3 6 11
XXbac-B444P24.14 -5 0.30951011080939084 2 8 13
TRMU -5 0.43142210321589869 15 11 16
MIR4766 -5 0.20492715519073446 1 7 12
RASD2 -5 0.054742725628799664 2 0 5
EIF4ENIF1 -5 0.67957289619697492 14 57 62
ATXN10 -5 0.52304805123656162 12 19 24
MICALL1 -5 0.53490950815367522 10 21 26
PLA2G3 -5 0.64471280697884392 9 51 56
MN1 -5 0.31732440558111241 3 7 12
KB-1572G7.3 -5 0.55752603765389208 6 29 34
IGLVI-56 -5 0.46029301208132101 3 23 28
EFCAB6 -5 0.76121169438324876 33 100 105
TXNRD2 -6 0.75821123874635965 34 176 182
RANBP1 -6 0.027411633549740286 3 0 6
AC000078.5 -6 0.21012930612435449 2 8 14
RNU6-375P -6 0.41244292633168522 6 20 26
XKR3 -6 0.41438720273902774 5 22 28
KB-1125A3.10 -6 0.17979809319982687 2 6 12
BCL2L13 -6 0.55796686840888166 8 53 59
MIR3619 -6 0.12544754736342417 3 3 9
SLC35E4 -6 0.31931375538740076 7 11 17
CDC42EP1 -6 0.25358922479019819 3 9 15
HMGN2P10 -6 0.36143900786600092 4 17 23
MIR4762 -7 0.10692405780999432 6 4 11
USP18 -7 0.33767367269553195 12 18 25
ZMAT5 -7 0.49651809523499185 11 47 54
ISX -7 0.5200573572807492 9 70 77
CTA-228A9.3 -7 0.25324014780034476 3 18 25
ASPHD2 -7 0.26914096347896255 4 16 23
THAP7 -7 0.6188434609991037 20 92 99
MIR3667 -7 0.14638501888140382 5 6 13
KB-1125A3.11 -7 0.22795867545240139 3 14 21
FBXW4P1 -7 0.079169531758301076 4 3 10
snoU13 -7 0.019656019656019538 1 1 8
SULT4A1 -7 0.53479805915742351 12 60 67
AP000350.10 -7 0.16317794200384447 3 8 15
IGLC7 -7 0.0083160083160085021 1 0 7
TPST2 -8 0.39824819566538189 10 40 48
NCF4 -8 0.42499190011666044 10 48 56
FAM109B -8 0.16913656476697436 3 15 23
TXN2 -8 0.15549487211899873 4 11 19
RP1-32I10.10 -8 0.21497038114931416 4 18 26
KB-67B5.12 -8 0.3623621965668119 10 32 40
KREMEN1 -8 0.47848051941082004 16 56 64
DGCR6L -8 0.12638829066081889 5 8 16
CABP7 -8 0.22505397021989992 6 16 24
MIR4761 -8 0.013814147851967658 1 2 10
RP11-247I13.3 -9 0.0083853160036316803 3 1 10
NCAPH2 -9 0.32555078421304712 16 33 42
